Source,Target,type_of_content
morak611,iran_policy,Retweet
Sherzy_G,christufton,Retweet
brianros1,brianros1,Tweet
jimwiles1,jeremyherb,Retweet
LinoBoz,BleacherReport,Retweet
grczmateus,NorbertElekes,Retweet
southernBlu_Bel,jeremyherb,Retweet
mlbelitzky,thedailybeast,Retweet
Julie_Kanon,willripleyCNN,Retweet
EileenDwyer6,jimsciutto,Retweet
manvillehoya,IChotiner,Retweet
tamrintomagola,febrofirdaus,Retweet
vickorano,vickorano,Tweet
scotthrasher,SethAbramson,Retweet
tenej_jenet,DrDenaGrayson,Retweet
tenej_jenet,realDonaldTrump,Mention
Dyann057,dcpoll,Retweet
BookShann,Smudgeon,Retweet
Alex_Albert,Alex_Albert,Tweet
CraneRhonda,LifeNewsHQ,Retweet
AbyTorresJr,lookner,Retweet
AbyTorresJr,ai6yrham,Mention
nrauhauser,jasonbaumgartne,Retweet
BlacKMaMbAinLA,CNN,Retweet
rachiana_,brown_skin_rose,Retweet
Cmprenlance,j7eon,Retweet
D_Glenn101,unitedsikhs,Retweet
predneck22,neuro7plastic,Retweet
JeelD,TempleUniv,Retweet
JeelD,LiacourasCenter,Mention
JeelD,PhillyInquirer,Mention
cookybunnylola,herbivore_club,Retweet
MAGAKlynne,MichaelDadiego,Retweet
ZubiSol,ZubiSol,Tweet
matthewclayson,crainsdetroit,Retweet
ThurlowRoad,CREWcrew,Retweet
Hawaiianpixie,tweetsintheME,Retweet
inigeulis,MoetBlindCat,Retweet
inigeulis,catsofinstagram,Mention
RivCityClerk,riversidecagov,Retweet
BluePicker90,jeremyherb,Retweet
MichelleM93432,DrDenaGrayson,Retweet
MichelleM93432,WHO,Mention
2020LabRat,doctor_oxford,Retweet
DavidDa31879275,RealCandaceO,Retweet
kellaz26ziggy,bennyjohnson,Retweet
ThaHomieRich,ClayTravis,Retweet
co2p1977,co2p1977,Tweet
TATl4NA,chrisjollyhale,Retweet
sroeland,jfreewright,Retweet
XL2LETTERS,SaharaReporters,Retweet
XL2LETTERS,MBuhari,Mention
pamz_space,angie_rasmussen,Retweet
nickberoxbe1989,MichaelCoudrey,Retweet
AuthorClaudette,NYDailyNews,Retweet
Lucydesicindy,JoyAnnReid,Retweet
faithunedited1,Kintu3,Retweet
1GetItDoneGal,MikeDelMoro,Retweet
dlspace108,NBCNews,Mention
RFFJ44,RFFJ44,Tweet
roxannaaedith_,alliecea,Reply
roxannaaedith_,alliecea,Mention
Deek2018,nytpolitics,Retweet
kate_piffero,JoeNBC,Retweet
jasonbmello,marcorubio,Retweet
LilyNCali,WhiteHouse,Retweet
ningbojoe,Paul_Karp,Retweet
ShivendraDU98,nailainayat,Retweet
PDrabes,LorraineAli,Retweet
PDrabes,CharlesMcNulty,Mention
lmramey,charliekirk11,Retweet
yo_gingersnap,nowthisnews,Retweet
mamaw_patty,MAGA2ARIGHTS,Retweet
davidjsmith1232,RexChapman,Retweet
Nirbhayoham,NewsNationTV,Retweet
LizSternGlobal,NewYorker,Retweet
sadgirlemss,sadgirlemss,Tweet
JPLee2001,johnpaulwhite,Retweet
JPLee2001,JohnPrineMusic,Mention
MyPug4President,JuddLegum,Retweet
MKA_Milwaukee,MKA_SVA,Retweet
Hpt199,GordonGChang,Retweet
Jaack_17,cnnbrk,Retweet
JemmsCee2,B52Malmet,Retweet
JemmsCee2,Amy_Siskind,Mention
islanderfb16,HeyTammyBruce,Retweet
Soledad_Haren,Soledad_Haren,Tweet
dietschleis,TheRickWilson,Retweet
RCCatalyst,KevinSMason,Retweet
AnnieReedSings,CREWcrew,Retweet
LaurenMKinsey,JuddLegum,Retweet
AamansoAantoni,TobiRachel_,Retweet
BCWildfireWkly,Jr3597,Retweet
BCWildfireWkly,AFleetOfAngels,Mention
JoscieBee,ABC7Amarillo,Retweet
zouwei_cn,Techmeme,Retweet
farisaudeh,UNNTV1,Retweet
ElosserDonna,BetteMidler,Retweet
JalandharSah,imNNitin,Reply
JalandharSah,imNNitin,Mention
JalandharSah,derasachasauda,Mention
JalandharSah,Gurmeetramrahim,Mention
siaga_revolusi,UNNTV1,Retweet
yow3721,T_Inglesby,Retweet
owoniyilb,CNN,Retweet
samar11,ScienceTales,Retweet
emerald5849,JuddLegum,Retweet
BLee_876,ryanstruyk,Retweet
BLee_876,CNN,Mention
Ml1969,Alanna_T7,Retweet
Ml1969,Ml1969,Mention
Ml1969,US_FDA,Mention
Ml1969,CDCgov,Mention
cloranz,David_Trump2020,Reply
cloranz,David_Trump2020,Mention
cloranz,toddstarnes,Mention
PuddinT42142520,KGerard63,Retweet
tkopeceo,catturd2,Retweet
mickmca32,PhilipObin,Retweet
mudflap333,IamNurseTrish,Retweet
ine48286877,GregAbbott_TX,Retweet
_Moonzzzz_,DeepVeer_FC,Retweet
PentapatiPullar,htTweets,Reply
PentapatiPullar,htTweets,Mention
PentapatiPullar,narendramodi,Mention
PentapatiPullar,PMOIndia,Mention
PentapatiPullar,AmitShah,Mention
PentapatiPullar,JPNadda,Mention
palumbo_lucio,GOPChairwoman,Retweet
flavioinfoprati,nypost,Retweet
william_chenbkk,jenniferatntd,Retweet
JackieMcReath1,JackieMcReath1,Tweet
Papichino_7,BleacherReport,Retweet
verleysea,Redpainter1,Retweet
syakirnudes,karenstevensuk,Retweet
papula8881,JasonMillerinDC,Retweet
Milou0120,Milou0120,Tweet
takangelo0921,takangelo0921,Tweet
sharsanj,NorbertElekes,Retweet
FiddyP62,SenWhitehouse,Retweet
philgross,joshtpm,Retweet
AAWilliams9,keithboykin,Retweet
Glammytami,WayneDupreeShow,Retweet
drdlascano,jimsciutto,Retweet
Ricki_MINAJ,Ricki_MINAJ,Tweet
ambarnsg,raju,Retweet
TerriRoncone,tedlieu,Retweet
Wilty8302,Wilty8302,Tweet
Lmo66Olson,Lmo66Olson,Tweet
TrentTamra,JackPosobiec,Retweet
DeniseW10306201,RyanAFournier,Retweet
qewperp,DrTomFrieden,Retweet
SeriousMommaDoe,B52Malmet,Retweet
SeriousMommaDoe,Amy_Siskind,Mention
LinoBoz,LegionHoops,Retweet
Emcneil,MAGA2ARIGHTS,Retweet
IndianVery,Imamofpeace,Retweet
Konell,charliekirk11,Retweet
thor2233,juliaioffe,Retweet
arnieboy411,IngrahamAngle,Retweet
Woodyman502,BobKarpDR,Retweet
TantumVero,jimsciutto,Retweet
baseballprophet,PassionFruit62,Retweet
NunyaBi69212988,BMeiselas,Retweet
ukigoni,ukigoni,Tweet
nopeyonekenopey,RyanAFournier,Retweet
thisniggaspittn,BleacherReport,Retweet
MyLifeMyViews1,JoeBorelliNYC,Retweet
harinpras,InactionNever,Retweet
FieghFeigh,JoeBiden,Retweet
laxian_key,fascinatorfun,Retweet
AlexanderKaty,dollopojjam,Retweet
LovelyAB8,jemillerwbal,Retweet
shsoab,Mojahedineng,Retweet
cac2529,CREWcrew,Retweet
WorcSorce,cnni,Retweet
Rosematuse,mog7546,Retweet
DeborahPaluszy1,AdamMilstein,Retweet
o_v_b_,lookner,Retweet
teraphin,jimsciutto,Retweet
Saiyflee,InactionNever,Retweet
philomathyjen,TeenVogue,Retweet
LibraryTechKatt,60Minutes,Retweet
ESpence00496851,mcspocky,Retweet
harry_reddy5,Imamofpeace,Retweet
TurnerKD4,maddow,Retweet
FIRSTDOWNcom,jeremyherb,Retweet
Hitarth1987,NorbertElekes,Retweet
PrimeBeauty50,parentteendr,Retweet
PrimeBeauty50,USNewsHealth,Mention
BigLou05858492,AbbottNews,Retweet
SarahKrawczyk,IngrahamAngle,Retweet
LibrarianTL,PIX11News,Retweet
twilight2000,NBCNightlyNews,Retweet
twilight2000,SamBrockNBC,Mention
KovachRocky,KamVTV,Retweet
cwooten5,charliekirk11,Retweet
DavidSPerdana,WHO,Retweet
alegnavaleska,TobiRachel_,Retweet
LindaRa25409752,RBReich,Retweet
Deque77,pgcps,Retweet
RHicks,jenniebreeden,Retweet
pinkicecube2020,AuntieAliceCY,Retweet
soyromeh1,Amy_GuthrieDF,Retweet
sammi_michellee,woozillaaaa,Retweet
gdntandgl,CBSNews,Retweet
rimor19,albuquerque_af,Retweet
Richard84780383,jennfranconews,Retweet
windmillcharger,aliasvaughn,Retweet
geenacanblowme,mattdpearce,Retweet
GodCountryFami6,WhiteHouse,Retweet
AshishS49184445,AshishS49184445,Tweet
jo_rainbird,markjs1,Retweet
RealJonnyUtah,ddale8,Retweet
stockguy61,byron_auguste,Retweet
harrington184,AmyMorinLCSW,Retweet
PinchandScrimp,democraticbear,Retweet
tihallk,veganfuture,Retweet
gtconway3d,ryanstruyk,Retweet
hmmoraes,wedonopeneyes,Retweet
NeeYowNee,keithboykin,Retweet
janeva56,deemadigan,Retweet
TSoufan13,keithboykin,Retweet
Katz75Sandy,DavidLat,Retweet
darshandorsey,erinmdurkin,Retweet
b111edwards,ChadLivengood,Retweet
graydaygamer,AnnaJoon0707,Retweet
jang3jun,jang3jun,Tweet
wickerbasket20,FoilTha,Retweet
Ginevrafair,CheriJacobus,Retweet
JaniceB69003025,Fashionista_45,Retweet
MagaNordic,love4thegameAK,Retweet
cryptorally,CryptoEuclid,Retweet
betsstuff,RealJamesWoods,Retweet
JoshMankiewicz,BillyCorben,Retweet
JoshMankiewicz,rhowardbrowne,Mention
arlinehunter386,HillReporter,Retweet
SandyThorhauge,DavidLat,Retweet
eyelovehorses,CheriJacobus,Retweet
JanuaryHandl,PhilipRucker,Retweet
ibel_steve,elerianm,Retweet
ibel_steve,realDonaldTrump,Mention
cachelmua,JoeBorelliNYC,Retweet
auighur,UNNTV1,Retweet
AAzizKucuk,AlArabiya_Eng,Retweet
Torque08,realDonaldTrump,Retweet
GravityDynamic,ClimateWest,Retweet
GravityDynamic,EPA,Mention
hormiguitapaola,ryanstruyk,Retweet
hormiguitapaola,CNN,Mention
jaleezus,jaleezus,Tweet
cornerofjustice,JustinWolfers,Retweet
sa3adamri,seattletimes,Retweet
jbragg22,IngrahamAngle,Retweet
TrumpLadyFran,HyltonRobin,Retweet
TrumpLadyFran,POTUS,Mention
LaurieBolen1,JackPosobiec,Retweet
crissvnz,MoetBlindCat,Retweet
crissvnz,catsofinstagram,Mention
Lararevo2013,maduro_en,Retweet
Lararevo2013,VTVcanal8,Mention
Lararevo2013,NicolasMaduro,Mention
MaryJoBateman,JonLemire,Retweet
violetcriMEs,RikDaddy,Retweet
violetcriMEs,SuperStreetMag,Mention
BreakingHappy,jeremyherb,Retweet
LolaKB8,hopehaili,Retweet
1Luv2,coreysdavis,Retweet
MicheleneBerkey,Thom_Hartmann,Retweet
BarbaraMcK42,Kimbraov1,Retweet
hayslipava,d_lauren12006,Retweet
tinaharkey,RHAHealth,Retweet
LisaCPhillipsy1,JoeBorelliNYC,Retweet
MediavoreNews,Mediaite,Retweet
j_r_bourgeois,adamconover,Retweet
Eagle_Woman_,PaulChavaux,Retweet
Eagle_Woman_,SpeakerPelosi,Mention
Eagle_Woman_,HouseDemocrats,Mention
n83950251,UnSubtleDesi,Retweet
n83950251,narendramodi,Mention
FTL18Julia,CharlieDaniels,Retweet
SeanMcG13297117,TomFitton,Retweet
SeanMcG13297117,US_FDA,Mention
marchmatron,PNHP,Retweet
CLamontLives,CNNBusiness,Retweet
Twitlertwit,Twitlertwit,Tweet
BABAYAG90306209,BNODesk,Retweet
RealSandeep21,htTweets,Retweet
myvision2013,faiyazasm,Retweet
luv_humus,elderofziyon,Retweet
luv_humus,IfNotNowOrg,Mention
thetruthbarker,MattOswaltVA,Retweet
holliepierce,DailyCaller,Retweet
KathleenWoodw17,denverpost,Retweet
Bear56Sugar,charliekirk11,Retweet
bolfase1,BillyPrempeh,Retweet
FlatEarthCity,1GigiSims,Retweet
psmith19701,DFBHarvard,Retweet
chrisviarella,ShamsCharania,Retweet
Donniegray12,Donniegray12,Tweet
Engine14HFD,nypost,Retweet
POLILLITAM,SethAbramson,Retweet
1stayinformed,mamendoza480,Retweet
WJWhitehouseNH,WMUR9,Retweet
BuildTheWall87,SLT20201,Retweet
Knkent888,GOPChairwoman,Retweet
NoRetreatNoFear,tomselliott,Retweet
LawMediaTech,LawMediaTech,Tweet
tml_kimtaehyung,j7eon,Retweet
idntknwyourlife,CREWcrew,Retweet
Lannnna__,NOLAnews,Retweet
klarajk,JChengWSJ,Retweet
bom_cheri,BNODesk,Retweet
Sandy_cassa,CHIZMAGA,Retweet
PolitiShox,lookner,Retweet
PolitiShox,ai6yrham,Mention
Susan40370948,mgrant76308,Retweet
HernanN_N,newscomauHQ,Retweet
Vvvvvvv75089882,jeremyherb,Retweet
globalissuesweb,globalissuesweb,Tweet
bylovelyrabbit,jiyunaJP,Retweet
GreenLe14554228,JackPosobiec,Retweet
NBarlight,ClayTravis,Retweet
pmgBama,EyesOnQ,Retweet
DanaMil70590816,groth1945,Retweet
chikkasose2,BNODesk,Retweet
mchamplin1,AnthonyJoyner44,Retweet
Crybaby_X13,FuckYugi,Retweet
Serpentine202,Serpentine202,Tweet
Sue85162237,DonalieArtist,Retweet
Sue85162237,therealarmyvet,Mention
JaneMarieGardn2,joncoopertweets,Retweet
SParis1989,Truthseeker126,Retweet
NOFEAR46966259,SidneyPowell1,Retweet
danhomick,USATODAY,Retweet
AliciaShelaine,TobiRachel_,Retweet
Texgalleslie,lookner,Retweet
christinebiela,RobbinSimmons7,Retweet
ajung2005,lookner,Retweet
ajung2005,ai6yrham,Mention
catsei,ByMikeBaker,Retweet
TamaleDude,catturd2,Retweet
lorensztajer,kylegriffin1,Retweet
AlewaInsa,NehaBindal10,Retweet
AlewaInsa,derasachasauda,Mention
kaylon_sphere,kaylon_sphere,Tweet
fewhrsafterthis,NateSilver538,Retweet
RichardDunda,TheEconomist,Retweet
sanjaysonar19,SecPompeo,Retweet
sanjaysonar19,WhiteHouse,Mention
MaryEllenORowe,Local4News,Retweet
MaryEllenORowe,GovWhitmer,Mention
SusanuWink,NYTScience,Retweet
lindalee975,DrunkLiz1,Retweet
dianemcaul,wearethewilsons,Retweet
amaikaka,ogundamisi,Retweet
amaikaka,official2baba,Mention
burd_ryan,AndrewBloch,Retweet
ClovisJoe,dgardner,Reply
ClovisJoe,dgardner,Mention
Timloveyou1201,Imamofpeace,Retweet
JECtalks,TheRickWilson,Retweet
MsgGian,ideal_ism,Retweet
MsgGian,derasachasauda,Mention
mpatsweeney,AndrewBloch,Retweet
yuritzia06,GregAbbott_TX,Retweet
phish25,lookner,Retweet
phish25,ai6yrham,Mention
carles3580,AndrewBloch,Retweet
sabwenner,TempleUniv,Retweet
sabwenner,LiacourasCenter,Mention
sabwenner,PhillyInquirer,Mention
Babz38057572,RobbinSimmons7,Retweet
matthew_peddie,ianbremmer,Retweet
twostarsartwork,BillR,Retweet
alexbaltar8,CNN,Retweet
muadh94,jentaub,Retweet
michstepstone,eugenegu,Retweet
sunsmile_99,salihacooks,Retweet
kyesimone,christufton,Retweet
LindyLoo515,brianstelter,Retweet
LindyLoo515,ddale8,Mention
LindyLoo515,tarasubramaniam,Mention
IamJasonSole,ColorOfChange,Retweet
Merv1836,jaketapper,Retweet
Elspeth90631431,CTVNews,Retweet
bettystalker,MoetBlindCat,Retweet
bettystalker,catsofinstagram,Mention
robeinapersaud,HashemGhaili,Retweet
structuredmotiv,jimsciutto,Retweet
TelecomsXChange,TelecomsXChange,Tweet
DrR_DUNNE,scotthetsko,Retweet
COVIDFightIN,GHS,Retweet
poodlelove55,TeamTrump,Retweet
poodlelove55,JDiamond1,Mention
poodlelove55,realDonaldTrump,Mention
SulimaElemam,meaganmday,Retweet
maieleemami,chrisjollyhale,Retweet
AgaPolAm,SidneyPowell1,Retweet
Janb723Branam,aliasvaughn,Retweet
Ellitor_AU,Yamiche,Retweet
1SG_K_Tx,ChuckCallesto,Retweet
_trehenson,j7eon,Retweet
40AcresBuilt,jimsciutto,Retweet
melayne_mills,B52Malmet,Retweet
colombo1865,paulkrugman,Retweet
kate_sheppard,sarahkliff,Retweet
Rascal_the_dog6,IngrahamAngle,Retweet
GoddessTales,Craig_A_Spencer,Retweet
BernieBitch420,SenSanders,Retweet
Middleinamerica,File411,Retweet
Middleinamerica,JohnBoozman,Mention
DjHeermans,ryanstruyk,Retweet
DjHeermans,CNN,Mention
ropebelt,MSNBC,Retweet
PamelaKruse4,SiCk_DiAbLo,Retweet
Omi_082,bluelivesmtr,Retweet
Omi_082,bluelivesmtr,Mention
Omi_082,warrior_xii,Mention
jjtubs65,ruthbenghiat,Retweet
jjtubs65,FoxNews,Mention
sapienist,mahtowin1,Retweet
JaniceAsylum,fred_guttenberg,Retweet
lexy11226,ForumAtheist,Retweet
lexy11226,MailOnline,Mention
McGarson,peedutuisk,Retweet
philagio,jimsciutto,Retweet
africaupdates,africaupdates,Tweet
Trishamott,SethAbramson,Retweet
NishuDahiya11,NishuDahiya11,Tweet
Amyk6801,Amyk6801,Tweet
southernBlu_Bel,JoyAnnReid,Retweet
TheKoreaHerald,TheKoreaHerald,Tweet
jazzyxbear,ceekay_5,Retweet
reidpj,DeanObeidallah,Retweet
reidpj,realDonaldTrump,Mention
JaneyrJanet,IngrahamAngle,Retweet
touzokuoubakura,CBSNews,Retweet
tinazart,no_silenced,Retweet
AnitaWiechman,IngrahamAngle,Retweet
LauraD_In_Indy,thedailybeast,Retweet
RachitaTX,donlemon,Reply
RachitaTX,donlemon,Mention
ajiefams,ABC7Amarillo,Retweet
sirk1n,tomselliott,Retweet
BWells_7,ClayTravis,Retweet
PilkayCarol,ryanstruyk,Retweet
kalo18,jimsciutto,Retweet
JourneysRobbie,LisaMei62,Retweet
JourneysRobbie,SecretService,Mention
BDamatin,BDamatin,Tweet
shaaeeeee,dwnews,Retweet
BigDickDaddy50,ttocs35,Retweet
SandritaTheBOSS,chrisjollyhale,Retweet
k51p3,marcorubio,Retweet
RebelACole,RebelACole,Tweet
Breaking24Seven,Breaking24Seven,Tweet
tim_dasilva,chrisjollyhale,Retweet
AamNovaturient,rohini_sgh,Retweet
tjpatterson85,DocMellyMel,Retweet
tjpatterson85,Yamiche,Mention
SolemarJodali,nytimes,Retweet
DuttonAlair,DavidLat,Retweet
tangerine13,ryanstruyk,Retweet
LouPage5,Mikel_Jollett,Retweet
deejones20,ryanstruyk,Retweet
deejones20,CNN,Mention
SayNo2Globalism,Inevitable_ET,Retweet
CynthiaAnnJone3,MarshaBlackburn,Retweet
jjwood23,ddale8,Retweet
MsgGian,ChopraNimmi777,Retweet
Beatleslover54,IngrahamAngle,Retweet
KLMacRae,RealJamesWoods,Retweet
surfleft,AprilDRyan,Retweet
surfleft,realDonaldTrump,Mention
MissEMT37,PressSec,Retweet
MissEMT37,realDonaldTrump,Mention
8f33233ed8bc489,Tennessean,Retweet
TinaTmm9294,WTHRcom,Retweet
RoseCortopassi,GregAbbott_TX,Retweet
Boro_Cane,Boro_Cane,Tweet
BrookLyn1825,CoryBooker,Retweet
Harshad23062422,Imamofpeace,Retweet
dgouldin,dgouldin,Tweet
TrumpCat04,karen_erotoo1,Retweet
TrumpCat04,SpeakerPelosi,Mention
mpitts27,realDonaldTrump,Retweet
CzarlsR,earthshakerph,Retweet
megbenitez,NewSocialistUK,Retweet
megbenitez,dgscott2,Mention
bruce_osterhaus,Alaskacryptogi1,Retweet
DrGurdeepParhar,DrGurdeepParhar,Tweet
Eleidamaria,NYTLiz,Retweet
sandybv7373,PiyushGoyal,Retweet
kwanette,jeremyherb,Retweet
SpicyIP,WCL_PIJIP,Retweet
ilvmookiemonste,timkaine,Retweet
alabamamangreg,SidneyPowell1,Retweet
DJKHALIL302,BrandonBunnies1,Retweet
LandJohnston,ryanstruyk,Retweet
LandJohnston,CNN,Mention
PeauNue,BreitbartNews,Retweet
DavidBenAmber,DavidBenAmber,Tweet
hollyrosenfink,realDonaldTrump,Mention
epacheco255,Rparkerscience,Retweet
HeliosPhoenix,jeremyherb,Retweet
555casbah,Jonteinspain,Retweet
DougFarmer15,MagaAngelo45,Retweet
DougFarmer15,realDonaldTrump,Mention
WaterMusic3,AnthonyJoyner44,Retweet
Mcali4,ABC_NewsRadio,Retweet
Mcali4,normanswan,Mention
Politicallyin18,HyltonRobin,Retweet
Politicallyin18,POTUS,Mention
wranadive,AprilDRyan,Retweet
wranadive,realDonaldTrump,Mention
WSCpjlisa,7News,Retweet
jrw067,JxhnBinder,Retweet
mnbmshwty,Yamiche,Retweet
micshasan,jimsciutto,Retweet
NEWRELIC1,AliVelshi,Retweet
MCUfeld,nytpolitics,Retweet
LoganNewberry22,SaraCarterDC,Retweet
LoganNewberry22,toddstarnes,Mention
boballe02799848,charliekirk11,Retweet
qamarishh,nobisha,Retweet
KatieMouse71,KatieMouse71,Tweet
dcharrison,ryanstruyk,Retweet
dcharrison,CNN,Mention
klingensmith_j,ryanstruyk,Retweet
mathewp661,BarbaraRedgate,Retweet
mathewp661,VDHanson,Mention
BornBoston14,jeremyherb,Retweet
lisaten1,intheMatrixxx,Retweet
mishra_sk_in,JamesTodaroMD,Retweet
Steve73058868,IngrahamAngle,Retweet
Ryan_Shook,Ryan_Shook,Tweet
deplorabletk,mgrant76308,Retweet
klynn020,AdamMilstein,Retweet
DelEulberg,GOP,Retweet
yirdaki,ddale8,Retweet
MurfAD,axios,Retweet
MAC_Unit_NY,dvillella,Retweet
MAC_Unit_NY,GOPChairwoman,Mention
MAC_Unit_NY,realDonaldTrump,Mention
notthatgerry,AndyBiotech,Retweet
TB3AZ,LaurieRoberts,Retweet
jab23j,yashar,Retweet
LexaTheGreat,JoshGrelle,Retweet
p_trotter,TomFitton,Retweet
p_trotter,US_FDA,Mention
BMcmlxxxii,Amy_Siskind,Retweet
Siyaramyadav91,Dinesh_Jat_,Retweet
99Cindygrice,BreitbartNews,Retweet
asredpl,dadetrading,Retweet
MrAlAnderson,MrAlAnderson,Reply
dmgrg2,NYTHealth,Retweet
jj419jj,nancylevine,Retweet
AugustEve2012,AnaCabrera,Retweet
LinksFilter,LinksFilter,Tweet
Nadav_Avisar,AdamMilstein,Retweet
RosieM1919,jimsciutto,Retweet
mickmca32,PhilipObin,Retweet
stealingbases24,IngrahamAngle,Retweet
MiaLevetan,tedcruz,Reply
MiaLevetan,tedcruz,Mention
570Karen,girlsreallyrule,Retweet
Icebeck731,JoeNBC,Retweet
WEMUSTOKE,lookner,Retweet
WEMUSTOKE,ai6yrham,Mention
piper_eri,Perpetualmaniac,Retweet
EmersonsGhost,JoeNBC,Retweet
gopchix,SpeakerPelosi,Mention
AndrewChampagne,AndrewChampagne,Tweet
kbk3n3,RealCandaceO,Retweet
jackie_mill,DFBHarvard,Retweet
energystoragenw,106Euan,Retweet
nniiiccooolleee,j7eon,Retweet
csutton1959,Imamofpeace,Retweet
ShibleyTelhami,ShibleyTelhami,Tweet
japonesbaiano,AFP,Retweet
Jay29ers,Jay29ers,Tweet
nuke_logan,jimsciutto,Reply
nuke_logan,jimsciutto,Mention
nuke_logan,ElegantSavant,Mention
nuke_logan,evanperez,Mention
nuke_logan,jeremyherb,Mention
nuke_logan,KaraScannell,Mention
nuke_logan,davidgshortell,Mention
GlenninVirginia,BuckSexton,Reply
GlenninVirginia,BuckSexton,Mention
thalibhelmy,NorbertElekes,Retweet
mariahhnoellee,CaliCali2000,Retweet
musings_mary,RN_JB7,Retweet
carhode,maramcewin,Retweet
wstgrl40,photowhitehouse,Retweet
sugagvstd,touringdata,Retweet
akina1015,ABC7Amarillo,Retweet
mmeyeol61,j7eon,Retweet
davidFLSTS,DrDenaGrayson,Retweet
davidFLSTS,realDonaldTrump,Mention
AndrewCohodes,jayrosen_nyu,Retweet
sandravinci5,charliekirk11,Retweet
phillipmisaacs1,vietthanhsports,Retweet
phillipmisaacs1,NBCNews,Mention
armaniJ_,armaniJ_,Tweet
JennPlayTheGame,jeremyherb,Retweet
WalterGarcia231,jeremyherb,Retweet
_prasket,mattdpearce,Retweet
AnnRing16,InactionNever,Retweet
89hVHfDxG65Qnp9,AndrewBloch,Retweet
cchatley55,JackPosobiec,Retweet
jchjch62,NikkiHaley,Retweet
mark_chalker,Tim_jbo,Retweet
Cozad2Brian,Cozad2Brian,Tweet
MsgGian,NehaBindal10,Retweet
MsgGian,derasachasauda,Mention
Magebomuhle_,TobiRachel_,Retweet
SmokinSam420,TomFitton,Retweet
SmokinSam420,US_FDA,Mention
_strate,realTuckFrumper,Retweet
Wrennie11,NPR,Retweet
LikeASexMachine,KjeldDuits,Retweet
LisaMabe,adage,Retweet
JCinQC,Neoavatara,Retweet
jazzi_mae,TeamTrump,Retweet
jazzi_mae,JDiamond1,Mention
jazzi_mae,realDonaldTrump,Mention
Getaclue77,SaraCarterDC,Retweet
Getaclue77,toddstarnes,Mention
GROGParty,GROGParty,Tweet
Mai75486911,Newsweek,Retweet
jimhacking,travisakers,Retweet
kcjoblawyer,kcjoblawyer,Tweet
arden_messing,thedailybeast,Retweet
Tex_Tenkiller,AdamMilstein,Retweet
JC17574356,RealCandaceO,Retweet
jrcflatheadmemo,jrcflatheadmemo,Tweet
RemmuS20_,cnnphilippines,Retweet
SitaLeota,ryanstruyk,Retweet
SitaLeota,CNN,Mention
anna_kijas,unsworth,Retweet
debihom7,atrupar,Retweet
Bunnywabbitt52,jimsciutto,Retweet
lymynn2,IngrahamAngle,Retweet
OneTokenBlack,DEADLINE,Retweet
Booker25,Booker25,Tweet
crystalsmuse,YouTube,Mention
mobinc1234,CREWcrew,Retweet
L_L_Hee,jennycohn1,Retweet
pandoradl,jayrosen_nyu,Retweet
Tezlin18,Mike_Pence,Retweet
ml_bear,thedailybeast,Retweet
PeterenfleurT,CheriJacobus,Retweet
Jameski61861578,JoeNBC,Retweet
Blythe_Gryphon,DrDenaGrayson,Retweet
Blythe_Gryphon,WHO,Mention
RalphTurchiano,RalphTurchiano,Tweet
LowkeyJupiter,TobiRachel_,Retweet
dlenares,ryanstruyk,Retweet
winwithlynnie,TeamTrump,Retweet
winwithlynnie,JDiamond1,Mention
winwithlynnie,realDonaldTrump,Mention
intruder6121,intruder6121,Tweet
robbipl,DFBHarvard,Retweet
RMJewell,PhilipObin,Retweet
guardian449,MarshaBlackburn,Retweet
13pugz,IngrahamAngle,Retweet
_tnharden,ajitxsingh,Retweet
sunnygrlfla,maddow,Retweet
RandomUTFan,RonBrownstein,Retweet
bbodine18457,CRRJA5,Retweet
bbodine18457,SpeakerPelosi,Mention
bbodine18457,realDonaldTrump,Mention
bbodine18457,SpeakerPelosi,Mention
SassyP100,TeamTrump,Retweet
SassyP100,JDiamond1,Mention
SassyP100,realDonaldTrump,Mention
_Proud_American,Qanuck4truth,Retweet
_Proud_American,mil_ops,Mention
HCYHK,SenTomCotton,Retweet
lea_marlyere,RealSaavedra,Retweet
misslashell,wearethewilsons,Retweet
mauiturtle,sfpelosi,Retweet
LenayTatiana,Amy_Siskind,Retweet
bellagaia1,SidneyPowell1,Retweet
808alohadeals,IngrahamAngle,Retweet
Kween_Leah,BiologistDan,Retweet
real_Stephanie,Kintu3,Retweet
MsSales2U,fred_guttenberg,Retweet
ShalliePlus,jhaletweets,Retweet
purpleH2Oski,PhilipRucker,Retweet
KatieKofemug,Stonekettle,Retweet
DCrumbaker,Yamiche,Retweet
DCrumbaker,JDiamond1,Mention
GayatriGalloway,FinancialTimes,Retweet
Jefezcobankole1,NigeriaNewsdesk,Retweet
Baba9773,RyanAFournier,Retweet
pbr55,DFBHarvard,Retweet
bob_levitt,PoliticusSarah,Retweet
wydamieII,JoeBiden,Retweet
FrontPorch54,DilleyShow,Retweet
Dan_Hamell,ddale8,Retweet
ImNotYourVenus,mjs_DC,Retweet
FrankASiciliani,RealCandaceO,Retweet
44Jimhawk,aaron_leib,Retweet
mysweetjordan,jimsciutto,Retweet
alohacatss,hannahcrileyy,Retweet
Qudsia00,allinwithchris,Retweet
rca326,Amy_Siskind,Retweet
